甲骨文字,龜甲文
地錦,血見愁
袞龍袍,御袞
里巷,鄕保
連亘,延亘
卷子,醬卷紙
植物極,靜極
胎母,孕婦
傳奏,轉奏
植被,植生
史家,歷史家
鍵盤樂器,有鍵樂器
來服,來附
逆擊,邀擊
皮脂漏,脂漏
童孩,孩兒
加棘,栫棘
阻礙,阻碍
島配,島流
弊廬,鄙第
脊膂,椎骨
飛言,蜚語
馥郁,馥馥
爛熟,熟爛
神謀,考案
戰鬪隊,戰鬪部隊
遣支,鞬吉支
驅從,牽夫
主根,支根
蓐草,褥草
堵牆,牆籬
壽齡,胡壽
私立大學,私大
法號,法名
書柬,書簡
公衙,衙府
原始林,原生林
狗黃,狗寶
單縱線,縱列
水晶,氷石
殘本,殘編
雷魚,黑鱧
搏戰,格鬪
去年,前年
小波,大波
懷裏,念頭
草鞋蟲,鼠姑
攝養,養生
尺翰,書牘
尊椷,貴函
鰻鯉,白鱓
巡鑑,巡廳監軍
古迹地,古蹟地
萊蕪,瘠地
宗畓,宗中畓
蜘蛛網,蛛絲
蠕蠕,柔然
萬歲曆,百中曆
細註,副註
喫着,衣食
床蝨,臭蝨
妥商,妥議
興味檢査,興味測定
交藤,蘿藦
黑曜巖,黑石
財賄,財産
絶緣材料,絶緣材
含光,鱣魚
寶生如來,寶生佛
酒糟,酒榨
山路,山徑
同行,伴行
三亥酒,春酒
遐陬,遐鄕
妻妾,嫡妾
蜂巢罐,多管罐
兵士,戎士
放浪客,放浪者
九原,黃泉
罄乏,罄竭
巾角,角巾
繁華,殷賑
能力主義,實力主義
大要,大約
割引債券,割引債
自行車,自轉車
虛疎,虛漏
一晝夜,一晝一夜
麻鞋,芒鞋
關係集團,準據集團
燕安,宴安
甲骨文,甲骨文字
地府,陰府
利己主義,自愛主義
連枷,連耞
雨裂,掘水溝
珍山事件,辛亥敎難
更迭,更佚
多食症,貪食症
半開區間,半閉口間
俸秩,俸祿
追陣,追白
箒星,侔星
忍冬草,金釵股
竈神,竈王
浪人,浪客
昨秋,來秋
礙子,碍子
少年院,矯正院
勞動時間,勤務時間
變性性炎,變質性炎
小妻,別室
渡河戰,渡河作戰
元朝,正旦
鑾坡,鸞坡
黜牆花,黃梅
廉問,偵探
靑樓,娼館
供用林,保安林
代承相續,承祖相續
國難,國患
沖積,冲積
陳藏,沈藏
前者,疇曩
滿員,滿席
平衡覺,平衡感覺
短命,短壽
連成遺傳,偏性遺傳
史的,歷史的
獨知論,獨在論
不滿足,不滿
翠玉,翡翠
强記,彊記
脊梁骨,脊椎
非乾性油,不乾性油
生殺,活殺
京邑,都邑
狂信,盲信
无後,絶孫
慈氏尊,菩薩僧
奇案,名案
債務者,負債主
設或,或也
夏官,兵曹
詗察,譏詗
運用,運營
鳳仙子,急性子
土垣,土墻
說明法,敍述法
淫褻,淫媟
金與,大輅
抱川郡,抱川市
參加者,參加人
熟練,調練
噴霧器,霧吹器
曩時,過般
祝聖婚,祝華婚
丕子,元子
便宜裁量,公益裁量
黃顙魚,黃鱨魚
杜鵑,蜀魂鳥
礫石,砂礫
等値槪念,等價槪念
邐迆,邐迤
國君,國王
上奏書,上奏案
陝省,陝西省
脂膏,脂肪
蜀魂鳥,時鳥
玉簪,玉釵
初件,草本
銘記,銘心
渡頭,津岸
佛刹,淨刹
鐵貧,極艱
旅愁,客愁
八目,數鬪牋
槲木,簿羅樹
登歲,豐年
喪妻,喪配
雇傭者,雇用人
木筆,木蓮
景行,大道
背心,叛心
領收證,領受證
騷人,詩人
紅藻類,紅條植物
溺惑,耽溺
主脈,支脈
神謀,妙想
佛僧,和合僧
甘菜,甛菜
旁牌,防牌
鍊磨,練磨
蜃樓,蜃氣樓
當坪,當五坪
完帙本,完帙
老農,老圃
豫料,豫測
文蛤,大蛤
八元八愷,八愷
激戰,劇戰
二貝類,雙殼類
宮家,宮闈
憎惡,憐愍
筋縮症,筋瘈
醇厚,醇篤
驪珠,如意珠
章靑瓷,章龍泉
太陽,日烏
所經歷,所經事
結負法,結卜法
矜伐,放漫
草昧,造昧
宗伯,禮曹判書
弄花,訪花
汗血馬,汗馬
椄笋,椄穗
破片爆彈,細裂爆彈
鰼魚,泥鰌
夢色,夢遺
對席判決,對審判決
勅使,勅差
殘邑,薄邑
坤宮,宮禁
土手,塗壁師
唐慌,倘怳
日曜,日曜日
三庚,三伏
金蛙,金蝸
名目,實質
從推,重推
沙巖,砂巖
齋祇,齋禱
紅茶,紅茶
帝闕,宮殿
四達,四通
黨朋,朋黨
非合憲性,合憲性
不可缺,不可無
梵天,梵天王
透視圖法,透視法
商業法,商人法
玉杯,玉觴
鵝掌風,鵝掌癬
不動如來,阿閦
基形,基本形
仲介國,中間國
肌理,膚理
可想界,叡智世界
垂示,垂敎
鴻儒,大儒
殘冬,晩冬
城東,城東區
藻井,格子天障
斥候兵,候兵
深閑,森閑
敎唆,使嗾
尺翰,札翰
重曹水,炭酸水
胴體,軀幹
軍窺,軍事探偵
胸裏,胸裡
豊富,枯渴
鐵槌,鐵椎
航空相,空相
月曜,月曜日
電解質,電解物
邑底,邑內
譏詗,廉探
面斥,面責
高品位,高品
大同江,浿江
唐詩,唐音
職牒,告身
俗信,迷信
闊達,豁達
黃褐色,沈香色
晬身,弧辰
斯陀含果,二果
洞軍,洞君
書典,版籍
臺詞,科白
標金,驃金
儺藝,山臺雜劇
黃壤,黃壚
空中滑空,滑空
癸未三竄,三竄
孩童,小兒
證據,徵證
前立腺,攝護腺
草血竭,垣衣
年拂,年賦
吹樂器,管樂器
科擧,科試
資本金,資金
利刃,利刀
未收,未捧
內耳,外耳
對氣速度,空氣速度
晨星,明星
換毛類,緣毛類
德惠,恩惠
諧聲,形聲
至冤,至冤至痛
回轉機,脫穀機
惡逆,逆惡
有名人,聞人
吉凶,凶吉
迦羅,伽羅
大方等,大乘經
海蔘類,蛇尾類
行移,行文移牒
鮆魚,望魚
聞人,名人
骨格,骨骼
求療,救藥
正室,嫡室
步管系,水管系
門扇,門扉
數鬪牋,八目
口腹累,口腹之累
望柱石,望柱
銀漢,河漢
眞彩畫,濃彩畫
挫折,摧挫
烟霧,煙霧
水狐,抱槍
硫砒鐵鑛,硫砒鐵石
菊花煎,甘菊煎
獨淫,手淫
蜀魂鳥,周燕
饋遺,餽送
起泡劑,氣泡劑
軒昻,軒擧
受精突起,迎接突起
山茨菰,金燈籠
藍球,籠球
密策,密計
單語集,單語帳
三段論法,三段推理法
珪化,硅化
新生兒,新産兒
繼受取得,承繼取得
曼壽,長壽
卿宰,宰相
物物交換,物交
芙蓉,荷花
飽食,飽腹
硏磨場,鍊磨場
斑蝥,土斑蝥
最頻値,代表値
淨宮,紺宇
結合供給,結合生産
協贊,贊助
甲午改革,甲午革新
宮妾,采女
明決,明斷
紅卍字會,紅卍敎
殘黨,餘黨
單純音,單音
文選,採字
依施,準許
壽冢,壽堂
中央値,中位値
詩人,詩歌
鬼方,鬼門
書畫展,書畫展覽會
避暑地,避署處
銹病,綠病
書翰,便紙
都府,京邑
朝暮,朝晡
阿片,鴉片
强行法規,强行規定
禁城,九重深處
喫着不盡,足且足矣
彈塗魚,闌胡魚
赤遊風,紅絲瘡
構虛捏無,構虛捏造
聰哲,聰智
亞堂,參判
黙劇,無言劇
時享,時祀
天潢,河漢
大樂監,掌樂院
毬杖,月杖
砂漏計,砂漏
閒心,閑心
乾石魚,乾石首
檢察官,檢事
寒鳥,慈烏
痎虐,二日瘧
執事官,陪祭官
女人像,女性像
重午,重五節
大經,中經
當路,當路者
蠶功,蠶農
褊裨,偏裨
秋刀魚,針口魚
中媒,媒妁
詰屈聱牙,佶屈聱牙
油桐,桐油樹
生物武器,生物學武器
昔年,前年
交驩,交款
饑餓,饑饉
殘餘,孑遺
音標,陰符
嗜僻,嗜癖
印朱,印泥
姿女,恣女
謫所,配所
鮀魚,鯊魚
圖書,印信
敗戰國,戰敗國
巢箱,巢脾
上流階級,上流層
紙錢,紙貨
航行區域,航路區域
廣開土王,好太王
局量,才能
川眞珠科,蚌蛤科
賣買婚姻,賣買婚
兩性巢,卵精巢
去歲,去年
斯陀含果,斯陀含
埋伏處,埋伏地
波濤,濤瀾
融點,融解點
阿媚,諂諛
彌勒佛,當來導師
獵手,獵戶
宰列,宰列
丙號證,甲號證
聯邦,聯合國家
橫窓,交窓
書籍,書卷
川椒,粘椒
忍凌,禹韭
燎炬,燧火
鄙劣,卑劣
金與,御駕
兒男子,振男
官階,品階
一來果,斯陀含
廢帝,贋天子
擧手可決,擧手取決
得喪,得失
隱匿,隱蔽
胎便,胎糞
元祖,鼻祖
同僚,等儕
心裏留保,單獨虛僞表示
叉鬟,丫鬟
殊效,特效
關帝廟,關王廟
大脈,高脈
弊履,敝屣
王命,君命
山臺,山臺雜劇
皇謨,皇猷
高射銃,高射機關銃
宰官,官吏
止血法,驅血法
太子,國儲
覆蓋,蓋覆
腹非,腹誹
純靑,純靑色
法棟,精舍
赴告,通訃
同庚,同甲
晴雨計,晴雨儀
粳米,秔米
入宴,入寂
幼兒敎育,保育
針魚,細魚
未丁年,未成年
柏木,五葉松
外寇,內寇
體候,體度
産後發寒,産後風
至想,奇案
輻湊,輻輳
椿壽,長壽
稠人,衆庶
草屋,茅屋
劫餘,戰後
女侍,內人
狗盜,狗竊
加重平均,加重算術平均
失戀,失戀
佳人,美人
初等學生,國民學生
冥土,冥界
色疸,女勞疸
切嚴,極嚴
嬰孩,童孩
繁盛,蕃盛
副標題,副題
溶質,溶媒
沾濡,霑濡
耳珠,耳瑭
幹龍,來龍
俗談,諺語
癲狂院,狂人院
閤夫人,令室
曩日,先般
瓷製,磁製
漁磯,釣臺
席末,末席
法務士,司法代書士
受領,領受
和合僧,乞士
部分蝕,分蝕
依託心,依托心
占奪,奪占
絃樂,弦樂
假處分,假定的處分
薄行,迂怪
程里,里程
不時着陸,不時着
細葱,絲葱
解毒藥,解藥
容貸,容恕
後門,裏門
陞任,陞職
下州停,兒山停
方甎,宗甓
拙老,愚老
散帙,零本
省楸,省墓
慈雨,甘雨
累累,屢屢
苛役,苦役
天闕,宮家
欽慕,悅慕
晩稻,晩禾
擔責,擔任
自來筆,萬年筆
內苑,外苑
豫防戰爭,豫防戰
去去年,再昨年
府署,廳事
奉祠,奉祭祀
風神,風采
苦毒,辛苦
斗穀類,豆菽類
元妃,元嬪
砂漏,沙漏計
金銀寶貨,金銀寶貝
琴歌,琴操
主槪念,主辭
同席,一座
意圖,計劃
閑裕,閒裕
凶暴,兇暴
渡口,津驛
公堂,官署
宮殿,鳳城
擘指,拇指
過渡政府,過政
公式誓願,公的誓願
希望權,企待權
論壇,評論界
魚網船,漁網船
師範,先生
鸛鳥,皁君
密補藤,左纏藤
九原,幽冥
勝鼓,勝戰鼓
女壻,東床
妙思,妙想
硫銀鑛,輝銀鑛
松板,宋板
複花果,單花果
廢苑,廢園
轟飮,宏飮
創業,脹業
渦流損,渦電流損
刀圭家,刀圭界
行閣,箱房
上年,前歲
蔑魚,鱴兒
眼花,眼華
昨夕,前夕
鷄姦,面首
菁根,萊菔
推薦人,推薦者
我執,人執
白沫,白泡
鼠盜,草賊
泰山,泰斗
靈禽,靈鳥
新羅,徐那伐
骨盤軸,骨盤誘導線
封寀,納幣
迦陵頻伽,頻伽
幹線,支線
嬌態,嬌氣
精神薄弱,心神微弱
綠藻植物,綠色藻類
剝割,割剝
彩文,彩紋
消毒劑,消毒藥
開立方法,開立法
閼伽,閼伽杯
鶡鷄,黑雷鳥
菊花簪,菊簪
蠶種紙,蠶紙
狠毒,悍毒
狂想曲,綺想曲
湯火瘡,湯火傷
洪範九疇,九疇
直接選擧,直選
背域,後背地
今天,今日
土壤圖,土性圖
異境,異域
船着場,渡口
歸元,遷化
落成,着工
戰勳,軍功
天漢,銀河水
桅杆,檣竿
宮禁,鳳城
考案,神謀
窮臘,歲暮
問安,問候
秋風,商風
硝藥,火藥
大葉櫟,鑿子木
虎足盤,羅大盤
伸雪,雪憤伸冤
鎔解,熔解
紙卷煙,葉卷煙
細葱,落蔥
泄瀉藥,瀉材
有司,執事
戒律,威儀
針晶,針狀結晶
嫁娶,娶嫁
山葡萄,垣衣
反射法則,反射律
象鼻魚,針嘴魚
淳良,純良
唾具,唾痰壺
偏將,偏裨
水禽,水鳥
溪澗,溪流
窮境,窮地
商山四皓,四皓
因果法則,自然法則
文句,文句
齒序,齒次
閒雅,閑雅
生産高,生産量
一貫作業,連續生産
母弟,同母弟
逆黨,逆徒
汀岸,渚崖
擅行,專行
感動詞,感歎詞
困乏,困憊
憤懣,憤鬱
春川,春川市
書札,便紙
挾刀,夾刀
對物擔保,擔保物權
烈烈,熱烈
事面,事體
同分母,公分母
大闕,宮家
月朔,月始
歷覽,歷觀
說誼,說義
敏捷,遲鈍
假需,實需
雷紋鼎,雷文鼎
胡蝶,蝴蝶
諱祕,諱之祕之
彌勒菩薩,慈氏尊子
田鷄,長股
小劍,大劍
干伐飡,角粲
本案判決,實質判決
體形,體樣
太子,東儲
老體,老人
防空窟,防空壕
作契,作黨
結裹,結棺
栽植農業,栽植農園
創痍,瘡夷
活力說,活力論
新來侵虐,侵新來
每時間,每時
寢具,衽席
允兪,允準
成層圈,水平流層
一體偏枯,半身不隨
軍亂,軍擾
德星,瑞星
尾蔘茶,尾蔘茶
獵夫,獵手
汐水,夕潮
乾太,乾明太
賊衆,賊黨
路側,道傍
漫醉,滿醉
漢椒,粘椒
齒醫,齒科醫
計劃,計畫
偏枯,癱瘓
完全氣體,理想氣體
僻處,僻鄕
汀岸,水涯
香醞酒,內局法醞
宮衛,宮闕
鴛鴦,婆羅迦
弄談調,弄調
夢遊病,離魂病
存在學,存在論
捕繩,縛繩
北邙山,北邙山川
運命,運數
巨額,巨款
四患,四苦
情性,性情
仙人掌,百年草
檀君,檀君王儉
起毛筋,立毛筋
魔境,魔界
薹芥,雲臺
外觀,外見
法協,法部協辦
玄宅,黃土
所歷,所經歷
便紙紙,書簡箋
蠶業,養蠶業
輦轂,玉駕
假房,房屋
山遊,山臺
大緞,漢緞
矜伐,矜大
結果說,結果倫理
納米,納付米
風趣,風致
鴻溟,大海
精覈,雄核
恒雪線,雪線
缺帙,散帙
地府,黃壚
控訴審,抗訴審
全跏坐,全跏
直說文,敍述文
申請者,申請人
辭說時調,編時調
鎭川,鎭川郡
季氏,弟氏
大食,大食國
芎藭,芸香
强皮症,硬皮症
摩訶衍,大乘
極上品,極品
壬辰倭亂,壬亂
九老,九老區
舊曆,太陰曆
常侍,散騎常侍
㹠腸草,旋花
敵將,虜將
期服,朞年服
上升,下降
脚絆,脛衣
晴天,晴虛
妙雲如來,妙雲相佛
漢椒,芭椒
粗麴,粗麯
振濟,振施
禍殃,不幸
鬼卒,閻羅人
男根,男莖
缺陷,瑕疵
獻酌,獻爵
眞墨,眞玄
過失主義,過失責任主義
棄人,廢人
山水,風光
蝶魚,鰈魚
酒妄,酒狂
貴價,高價
巴戟,巴戟天
汀岸,水潯
鳥獸,禽獸
跌倒,蹉跌
披針模樣,針形
問弔,弔問
坤宮,闕廷
結果說,動機說
企待難,期待難
無窮自在,自由自在
九重,帝闕
霑濡,沾濡
國子監試,南省試
首領,頭人
團扇,輪扇
抹去,抹消
判決文,宣告書
慘敗,大敗
臺望,臺通
辭朝,朝辭
歌曲源流,靑丘樂章
頭部,首部
持久戰,長期戰
時痘,天然痘
瓊章,瓊十
挾日,浹日
原始林,元始林
私娼,公娼
燔鐵,炙子
哨船,警備船
墨水,墨汁
村醪,村濁
宮掖,九重
肉刺,魚目
愉快,愉樂
現存,定在
耳朶,耳垂
芹菜,水芹
礎石,礎盤
居住民,住民
等閒,等閑
人迹,人跡
菁根菜,蘿蔔菜
正朝,元旦
奇型的,畸形的
竈王大神,竈神
惠恩,惠義
遷謫,遷讁
金門,闕門
異境,他鄕
沒食子,無食子
陶磁器,陶瓷器
報恩,背恩
橫線手票,線引手票
歸鄕,歸省
續梁,繼梁
雲臺,寒采
步石,石梯
祝捷,祝勝
鴨尿草,木常山
捕盜廳,捕廳
領率,帶率
湯劑,湯藥
熔巖窟,鎔巖窟
種禾稻,秧稻
謄抄,謄記
安堵感,安心感
種植,種殖
書屋,書塾
汗馬,汗血馬
晨夜,夙夜
家門,地位
鼻陋管,淚鼻管
騷客,詩人
閑散,繁忙
數便症,數便症
皇宮,宮家
仙馭,晏駕
千萬年,千年萬年
淚鼻管,鼻陋管
假蘇,荊芥
觀音柳,三春柳
短狐,抱槍
上年,昔歲
水畔,汀岸
免疫體,抗體
切點,要點
允可,允準
農機械,農業機械
自牽馬,自牽
求禮,求禮郡
總體,全部
僧舍,淨刹
九泉地下,泉壤
差金賣買,空去來
恥丘,腎岸
餓死,饑死
市場,市上
貸付金,貸附金
麪櫧,甛櫧
臭蝨,臭蟲
功蔭田,功蔭田柴科
太史,史官
先次,頃者
拯劣米,拯乾劣
頭索類,無頭類
雜攷,雜考
卓出,卓絶
宦者,宦官
湮滅,湮淪
切削機,切削機械
飜刻本,飜本
團體契約,勞動協約
稚拙,緻拙
飜譯,修譯
慈氏尊子,彌勒菩薩
黃鵠,天鵝兒
四六文,四六體
勤策男,沙彌
烟霧機,煙霧機
粉水,扮勿
簡樸,簡朴
坐席,座席
檢校,檢職
摩羅,魔羅
乾全鰒,乾鰒
西風,閭闔風
無邊,無邊利
輻射體,輻射體
竝行調,平行調
黃筆,黃毛筆
民間,俗間
喇叭管炎,輸卵管炎
娑婆世界,人間世界
田園,丘園
違背,違反
電磁結合,誘導性結合
陰莖,陽物
巢脾,巢箱
要約,要略
棉花,綿花
閑語,罕言
譏詗,廉問
週極星,周極星
殘本,落帙
不在投票,不在者投票
脫出兵,脫走者
殍餓,殍殣
妄談,妄言
嵌竇,空洞
塵穢,塵汚
天漢,星河
騈體文,四六文
肇冬,初冬
兇虐,凶虐
硅肺,硅肺症
石蠹蛾,石蠶蛾
頃者,前回
僉座,僉座下
等位角,同位角
諺音捷考,諺文捷考
方向舵,昇降舵
領土權,領土主權
疑問符,疑問符號
詰責,罵倒
公定價,公定價格
草木,木草
居西干,居瑟邯
守伽藍神,寺神
上天,玄帝
彌勒慈尊,當來彌勒
窮髮,薄土
憲兵部,憲兵參謀部
防火加工,防炎加工
共通因數,公因數
牧養官,監督官
梢工,船人
津口,津驛
名世,聞人
麻屨,繩鞋
瓷胎,磁胎
鐵屑,屑鐵
祈雨祭,水祭祀
弛張,張弛
叔師,師叔
餘色,補色
媢嫉,冒嫉
歲晩,曆尾
佩劍,帶刀
褻慢,矜伐
積楊,楡理木
石耳,石栮
急病,急症
阿耨達池,無熱惱池
金環蝕,金環日蝕
檢票,檢札
大科及第,大闡
姙産,妊産
洋菊,天竺牡丹
皇太后,太后
無水燐酸,五酸化燐
頭註,脚註
心方曲,中大葉
同學,同門
拒否,承認
緩衝物質,減速材
禁裏,宮中
先年,前歲
別星,戶口別星
黃褐候,鶻鳩
血緣團體,血族團體
漑灌,灌漑
賤品,賤質
佛寺,淨宮
年終,歲晩
漢字,漢文字
期待,囑望
絜河戱,索戰
宦福,官福
壽井區,壽井
永遠,永久
聽耳酒,耳明酒
繼續,連續
傅彩,賦彩
救急箱子,救急函
寰內,寰宇
白晝,深夜
春城郡,春川郡
奇窮,赤貧
黑貂,紫貂
私翰,公翰
蔘歸茸湯,歸茸湯
本夫,本男便
喧譁,喧噪
女壻,佳壻
下直,肅拜
鑞紙,錫箔
鳳駕,五風車
氷片,龍腦香
鞏膜,剛膜
唐麵,粉湯
僧院,僧園
先般,去番
囚禁,拘囚
大闕,坤宮
耕夫,農夫
歲畫,門排
丙子條約,丙子修護條約
牡牛,暮牛
規律,規律
聯政,聯立政府
元弄,原弄
右契,左契
百億身,百億化身
固態,固體相
火頭魚,蠡魚
硝酸銀,窒酸銀
俗諦,世諦
石龍芻,石龍芻
船廠,造船所
細波,細漣
白沙器,白砂器
直說文,平敍文
君王,君上
面體,容貌
黑鯉,火頭魚
自治團體,自治體
火症,火氣
石彩畵,石彩畫
綺靡,華麗
後裔,胄裔
金瘡小草,鐵色草
下宿,舍館
低母音,開母音
都賣業者,都賣人
痰核,痰塊
傘扇,繖扇
人迹氣,人跡氣
下版,桁頭
煖房,冷房
芹宮,文廟
省略,省略
刑政,政刑
過怠,闕失
吏卒,衙前
黥刑,墨刑
目下,脚下
明件島,明島
書函,書椷
中間試驗,中間考査
鰩魚,鱝魚
椿葉包,楝葉包
樟腦樹,木竿
冥國,重泉
冪乘,冪乘法
苦蔘,岑莖
繁弦,繁絃
瘠土,不毛地
箜篌,手箜篌
魂箭羽,鬼箭羽
伽藍,佛家
午餐,晝餐
懷孕,有身
菩薩,慈氏尊子
樵漁,漁樵
夾竹桃,柳葉桃
武班,文班
白金黑粉,白金黑
機械毒,頭部白癬
紺宇,寺院
協律社,協律會社
兩衾,衾具
殺凶,凶年
奉命使臣,別星
細還入,上淸還入
讖文,未來記
舍亭,亭子
敬慕,哀慕
種子識,阿賴耶識
蟾蜍,風鷄
鬃笠,騣帽
魚皮,沙魚皮
器局,器宇
篤農,篤農家
忍耐心,持久力
棋博,博奕
沙魚,鮀魚
電略,電信略號
赤脚仙,赤脚仙人
擴大解釋,縮小解釋
富賈,豪商
路資,路需
積年,數年
輦轂,鳳車
射影,抱槍
大蛤,文蛤
庶民,人庶
潛晶質,隱微晶質
劃時代的,劃期的
忌辰,忌辰日
尙農派,重農學派
尊賓,高賓
養育,鞠養
敵艦,虜艦
萬一,萬或
酋帥,酋長
大福,鴻禧
斜照,斜陽
宸掖,宮掖
歸蜀道,子規
烏山市,烏山
時坐所,時御所
美洲,西大陸
溫度輻射,熱放射
實在根據,存在根據
苔蘚,綠錢
虹霓,彩虹
結代錢,代納錢
首刹,首寺
中壽,下壽
凱旋之會,凱旋之敎會
却月,新月
對節菜,牛膝
乾芐,生乾地黃
龍車,大輅
答電,返電
定日拂,確定日出給
勞動組合,勞組
雉堞,堡垣
翫弄物,玩弄物
大爵,高官
排斥條項,留保條款
淨土論,往生淨土論
體膨脹率,體積膨脹係數
浮上刻,凸彫
竈王神,竈神
惡道,阿波耶加底
同胞,同氣
俟菴經集,尙書古訓
勃鬱,鬱勃
西洋紗,洋紗
阿賴耶識,無沒識
投票人,投票者
驛遞,驛傳
賓雀,瓦雀
無緣墓地,無緣墓
蕃民,夷狄
屠人,庖漢
內局法醞,香醞
急使,走使
京邑,京兆
聯璧,連璧
從屬國,隸屬國
韓日倂合,韓日合邦
亂泥流,底濁流
發賣禁止,發禁
鬪狗,鬪犬
封套,書筒
皜皜,晧晧
天然,人爲
欻然,忽然
獄臺,絞首臺
寺門,梵刹
衍喜宮,延禧宮
存心,處心
荒土,陳荒地
側行,仄行
化學符號,元素記號
德治思想,德治主義
曩者,過般
熱核爆彈,水素爆彈
母韻,母音
靑鳥,蠟嘴
巡狩碑,巡境碑
講科,講經科
角粲,舒發翰
輦路,御路
虐待,驅迫
半宵,夜半三更
次第,次序
原因,原由
言套,口跡
靑羽雀,翠鳥
代謝,物質代謝
屯衛,屯戍
磁氣場,磁場
使喚,使人
文籍,書籍
臍腫,臍瘡
玉莖,莖物
菩薩,彌勒佛
集團婚,群婚制
曄曄,曄然
口述,供述
貧民窟,細民窟
櫻草,風輪草
追想,追憶
價折,折價
嗟歎,嗟咨
熟漆,火漆
歲暮,年頭
中軸骨,脊梁骨
